ID,Posting,Salary,Field,City
82,Easily apply to this job,All,Easily apply,Toronto
82,"Scene Understanding and Semantics: Design and implement segmentation algorithms based on depth, motion or texture data.",All,Description1,Toronto
82,9,All,Days ago,Toronto
83,Machine Learning Engineer/Data Scientist,All,Position,Toronto
83,Crescendo Technology 4.8 ,All,Company,Toronto
83,"Toronto, ON",All,Location,Toronto
83,Easily apply to this job,All,Easily apply,Toronto
83,"We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",All,Description1,Toronto
83,30,All,Days ago,Toronto
84,Senior Data Analyst,All,Position,Toronto
84,Kinaxis 4.0 ,All,Company,Toronto
84,"Toronto, ON",All,Location,Toronto
84,Easily apply to this job,All,Easily apply,Toronto
84,"Liaise between Analytics, Engineering and Data Science teams to support continuous improvement for product analytics including data science models performance…",All,Description1,Toronto
84,30,All,Days ago,Toronto
85,"Chercheuse/Chercheur scientifique, recherche appliquée - Sér...",All,Position,Toronto
85,Element AI 4.3 ,All,Company,Toronto
85,"Toronto, ON",All,Location,Toronto
85,"The ideal candidate would have experience or familiarity with topics such as time series modelling and analysis, data cleaning, imputation, feature engineering,…",All,Description1,Toronto
85,21,All,Days ago,Toronto
86,Data Scientist,All,Position,Toronto
86,Prodigy Labs 3.0 ,All,Company,Toronto
86,"Toronto, ON",All,Location,Toronto
86,Easily apply to this job,All,Easily apply,Toronto
86,This includes participation within the broader data science community including Kaggle competitions or any personal projects with open data.,All,Description1,Toronto
86,15,All,Days ago,Toronto
87,Sr Machine Learning Product Engineer (Layer 6),All,Position,Toronto
87,TD Bank 3.8 ,All,Company,Toronto
87,"Toronto, ON",All,Location,Toronto
87,"Our solutions include data pipelines, feature data lake, systemic data validation and automation of key activities in model delivery including model validation,…",All,Description1,Toronto
87,11,All,Days ago,Toronto
88,Machine Learning Engineer- Permanentnew,All,Position,Toronto
88,IT Connex,All,Company,Toronto
88,"Toronto, ON",All,Location,Toronto
88,You respect advanced data structures and can use them to solve your problems.,All,Description1,Toronto
88,"You have +3 years working experience with software development in Scala, Java, Go…",All,Description2,Toronto
88,2,All,Days ago,Toronto
89,Senior IT Business Data Analystnew,All,Position,Toronto
89,LifeLabs 3.4 ,All,Company,Toronto
89,"Toronto, ON",All,Location,Toronto
89,"Requirements: University degree in Computer Science, Business Administration, Management Information Systems or equivalent education A minimum 3 years’…",All,Description1,Toronto
89,3,All,Days ago,Toronto
90,Toronto AI Lab: AI / Machine Learning Scientist,All,Position,Toronto
90,LG Electronics 3.9 ,All,Company,Toronto
90,"Toronto, ON",All,Location,Toronto
90,LG is looking to push the boundaries of AI to build innovative product and service solutions to realize LG’s global vision for a connected world.,All,Description1,Toronto
90,30,All,Days ago,Toronto
91,NLP Scientist,All,Position,Toronto
91,Alexsei,All,Company,Toronto
91,"Toronto, ON",All,Location,Toronto
91,Use advanced computational techniques to analyze vast pools of data under the limited guidance of the lead/principal data scientist.,All,Description1,Toronto
91,30,All,Days ago,Toronto
92,"Senior Data Scientist TORONTO, ONSOFTWARE",All,Position,Toronto
92,Tonal,All,Company,Toronto
92,"Toronto, ON",All,Location,Toronto
92,5+ years data science experience.,All,Description1,Toronto
92,Improve real-time rep and set detection from time-series data.,All,Description2,Toronto
92,Provide expert input on architecture of Tonal's data collection…,All,Description3,Toronto
92,12,All,Days ago,Toronto
93,Senior Machine Learning Engineer,All,Position,Toronto
93,Citi 3.9 ,All,Company,Toronto
93,"Mississauga, ON",All,Location,Toronto
93,Developing mappings and code for integration of data sets from disparate domains.,All,Description1,Toronto
93,Quality assurance and testing of analytical routines and data frameworks.,All,Description2,Toronto
93,23,All,Days ago,Toronto
94,Machine Learning Software Developer,All,Position,Toronto
94,Primate Labs,All,Company,Toronto
94,"Toronto, ON",All,Location,Toronto
94,Easily apply to this job,All,Easily apply,Toronto
94,"The Machine Learning Developer will work research, design, and develop machine learning benchmark tests to measure the performance of mobile neural network…",All,Description1,Toronto
94,30,All,Days ago,Toronto
95,"Educator, Data Scientist",All,Position,Toronto
95,BrainStation 3.8 ,All,Company,Toronto
95,"Toronto, ON",All,Location,Toronto
95,Easily apply to this job,All,Easily apply,Toronto
95,Actively work on writing and researching new content to teach the most up to date skills in data science to our students.,All,Description1,Toronto
95,Experience building and leading teams.,All,Description2,Toronto
95,30,All,Days ago,Toronto
96,"Director, Marketing Analytics TORONTO, ONREVENUE & GROWTH",All,Position,Toronto
96,Tonal,All,Company,Toronto
96,"Toronto, ON",All,Location,Toronto
96,A successful Director will lead a Marketing Analytics team in establishing a strategy that makes data-driven solutions a core competency of our business while…,All,Description1,Toronto
96,12,All,Days ago,Toronto
97,"Development Manager, Reporting and Analyticsnew",All,Position,Toronto
97,Ceridian 3.6 ,All,Company,Toronto
97,"Mississauga, ON +2 locations - Temporarily remote",All,Location,Toronto
97,Easily apply to this job,All,Easily apply,Toronto
97,"You have 5+ years of progressive experience in software and complex data pipelines development, specifically in data engineering and 2+ years leading teams in…",All,Description1,Toronto
97,1,All,Days ago,Toronto
98,"Build and Tooling Engineer, Machine Learning",All,Position,Toronto
98,Resolver 4.2 ,All,Company,Toronto
98,"Toronto, ON - Temporarily remote",All,Location,Toronto
98,"Implement data pipelines using libraries such as Tensorflow, to optimize GPUs.",All,Description1,Toronto
98,"Using your knowledge of tools and deployment, you’ll help Resolver revolutionize…",All,Description2,Toronto
98,18,All,Days ago,Toronto
99,Machine Learning Software Designer/Engineer,All,Position,Toronto
99,SNC-Lavalin 4.0 ,All,Company,Toronto
99,"Mississauga, ON",All,Location,Toronto
99,Techniques to extract the information hidden in large amounts of real-time operational data for system health monitoring.,All,Description1,Toronto
99,10,All,Days ago,Toronto
100,Data Scientist,All,Position,Toronto
100,Precision Nutrition 4.7 ,All,Company,Toronto
100,"Toronto, ON - Remote",All,Location,Toronto
100,Easily apply to this job,All,Easily apply,Toronto
100,Collaborating with the data and analytics group.,All,Description1,Toronto
100,A shrewd data hound with the ability to communicate clearly.,All,Description2,Toronto
100,You must have a demonstrated track record of going…,All,Description3,Toronto
100,30,All,Days ago,Toronto
101,Senior Data Scientist/Manager,All,Position,Toronto
101,Cerebri AI,All,Company,Toronto
101,"Toronto, ON",All,Location,Toronto
101,6+ year experience working with and creating data architectures.,All,Description1,Toronto
101,"S/he must have strong experience using various data mining/data analysis methods, using a…",All,Description2,Toronto
101,29,All,Days ago,Toronto
102,Machine Learning Engineer,All,Position,Toronto
102,Visual Defence Inc 3.8 ,All,Company,Toronto
102,"Richmond Hill, ON",All,Location,Toronto
102,Easily apply to this job,All,Easily apply,Toronto
102,The Machine Learning Developer will work with Visual Defence’s Research and Development team under the guidance of the company’s Director of Research and…,All,Description1,Toronto
102,25,All,Days ago,Toronto
103,Data Analyst II,All,Position,Toronto
103,Zynga 3.8 ,All,Company,Toronto
103,"Toronto, ON",All,Location,Toronto
103,2+ years of work experience in data science or analytics roles.,All,Description1,Toronto
103,"Drive and empower game studio to make quantitatively informed, evidence based decisions through…",All,Description2,Toronto
103,30,All,Days ago,Toronto
104,Data Scientist,All,Position,Toronto
104,NorthOne,All,Company,Toronto
104,"Toronto, ON",All,Location,Toronto
104,Easily apply to this job,All,Easily apply,Toronto
104,You love using SQL and Python to answer business questions and analyze data.,All,Description1,Toronto
104,6 years at McKinsey working on digital customer experience in financial services.,All,Description2,Toronto
104,30,All,Days ago,Toronto
105,Data Science Engineer - VP,All,Position,Toronto
105,Citi 3.9 ,All,Company,Toronto
105,"Mississauga, ON",All,Location,Toronto
105,Strong experience in data modeling and relational database.,All,Description1,Toronto
105,Part of an innovative team pusing boundaries to create cutting edge data visualization solutions.,All,Description2,Toronto
105,30,All,Days ago,Toronto
106,Senior Machine Learning Scientist - Natural Language Process...,All,Position,Toronto
106,SoundHound Inc.,All,Company,Toronto
106,"Toronto, ON",All,Location,Toronto
106,"Research state-of-the-art methods in Language Modeling and related Natural Language Processing problems: Text Segmentation, Language Classification etc.",All,Description1,Toronto
106,30,All,Days ago,Toronto
107,Learn more about our Digital Analytics team!,All,Position,Toronto
107,Scotiabank 3.9 ,All,Company,Toronto
107,"Toronto, ON",All,Location,Toronto
107,"Data Engineer: You will be Integral to maintaining operational stability, and formulating techniques for quality data collection to ensure adequacy, accuracy,…",All,Description1,Toronto
107,30,All,Days ago,Toronto
108,Data Analyst - Remote,All,Position,Toronto
108,Tucows 2.3 ,All,Company,Toronto
108,"Toronto, ON - Remote",All,Location,Toronto
108,"You’ll then build and work with data pipelines (or work with Data Engineers), acquiring data from source systems and moving it through our data hierarchy, from…",All,Description1,Toronto
108,30,All,Days ago,Toronto
109,Data Scientist,All,Position,Toronto
109,ASSURANCE,All,Company,Toronto
109,"Toronto, ON",All,Location,Toronto
109,"Experience and working knowledge of data infrastructure, pipelines, and advanced data manipulation.",All,Description1,Toronto
109,"Our team uses a variety of data mining and analysis methods,…",All,Description2,Toronto
109,30,All,Days ago,Toronto
110,Senior Data Analyst,All,Position,Toronto
110,The Property Registry,All,Company,Toronto
110,"Toronto, ON",All,Location,Toronto
110,"Acquiring more and better data, enhancing data quality and coverage.",All,Description1,Toronto
110,"As an expert in VAS data and data visualization, the incumbent will take a significant role…",All,Description2,Toronto
110,30,All,Days ago,Toronto
111,Junior/Intermediate Business Intelligence Developer,All,Position,Toronto
111,Canadian Institute for Health Information 4.1 ,All,Company,Toronto
111,"Toronto, ON",All,Location,Toronto
111,"Two (2) years of related experience with developing and maintaining, or performing data analysis on BI system solutions.",All,Description1,Toronto
111,HOOPP Pension Plan (Defined Pension).,All,Description2,Toronto
111,11,All,Days ago,Toronto
112,Senior Machine Learning Developer - 79976,All,Position,Toronto
112,"Advanced Micro Devices, Inc. 3.8 ",All,Company,Toronto
112,"Markham, ON",All,Location,Toronto
